spatial_sha,pir_sha,time,app,project,backend,freq,runproute,proutesh,prouteSummary,AccelMain,logpath,gentst,resreport,maketst,runp2p,runhybrid,genpir,genpir_err,gentst_err,gentst_time,notFit,row,col,MC,DAG,PMU,PCU,MC_Total,DAG_Total,PMU_Total,PCU_Total,algo,pattern,slink,vlink,prtime,vcLimit,runproute_err,runproute_time,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,maketst_err,maketst_time,runp2p_cycle,runp2p_err,runp2p_pass,runp2p_deadlock,runp2p_complete,runp2p_dram_power,runp2p_rbw,runp2p_wbw,runp2p_time,runhybrid_cycle,runhybrid_err,runhybrid_pass,runhybrid_deadlock,runhybrid_complete,runhybrid_dram_power,runhybrid_rbw,runhybrid_wbw,runhybrid_time,runp2p_success,runhybrid_success,succeeded
76383be8,d958f14a,2019-08-27 19:20:01,BankEnable_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/BankEnable_0/log/runproute.log,../gen/Tst_pirTest/BankEnable_0/log/runproute.sh,../gen/Tst_pirTest/BankEnable_0/plastisim/summary.csv,../gen/Tst_pirTest/BankEnable_0/pir/AccelMain.scala,../gen/Tst_pirTest/BankEnable_0/log/,../gen/Tst_pirTest/BankEnable_0/log/gentst.log,../gen/Tst_pirTest/BankEnable_0/pir/out/resource.csv,../gen/Tst_pirTest/BankEnable_0/log/maketst.log,../gen/Tst_pirTest/BankEnable_0/log/runp2p.log,../gen/Tst_pirTest/BankEnable_0/log/runhybrid.log,True,,,10.049434401,,20,20,1,1,2,2,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:30.77,76,,True,False,True,,0.0,1.68421,0:00.37,,,,False,False,,,,,True,False,True
76383be8,d958f14a,2019-08-27 19:20:01,BlackScholes_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/BlackScholes_0/log/runproute.log,../gen/Tst_pirTest/BlackScholes_0/log/runproute.sh,../gen/Tst_pirTest/BlackScholes_0/plastisim/summary.csv,../gen/Tst_pirTest/BlackScholes_0/pir/AccelMain.scala,../gen/Tst_pirTest/BlackScholes_0/log/,../gen/Tst_pirTest/BlackScholes_0/log/gentst.log,../gen/Tst_pirTest/BlackScholes_0/pir/out/resource.csv,../gen/Tst_pirTest/BlackScholes_0/log/maketst.log,../gen/Tst_pirTest/BlackScholes_0/log/runp2p.log,../gen/Tst_pirTest/BlackScholes_0/log/runhybrid.log,True,,,23.479807789,,20,20,7,8,8,36,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,1:24.88,1160,,True,False,True,,21.1862,3.53103,0:00.83,,,,False,False,,,,,True,False,True
76383be8,d958f14a,2019-08-27 19:20:01,BlackScholes_1,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/BlackScholes_1/log/runproute.log,../gen/Tst_pirTest/BlackScholes_1/log/runproute.sh,../gen/Tst_pirTest/BlackScholes_1/plastisim/summary.csv,../gen/Tst_pirTest/BlackScholes_1/pir/AccelMain.scala,../gen/Tst_pirTest/BlackScholes_1/log/,../gen/Tst_pirTest/BlackScholes_1/log/gentst.log,../gen/Tst_pirTest/BlackScholes_1/pir/out/resource.csv,../gen/Tst_pirTest/BlackScholes_1/log/maketst.log,../gen/Tst_pirTest/BlackScholes_1/log/runp2p.log,../gen/Tst_pirTest/BlackScholes_1/log/runhybrid.log,True,,,25.867808117,,20,20,7,7,9,35,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,1:14.89,10724,,True,False,True,,2.29168,0.381947,0:04.99,,,,False,False,,,,,True,False,True
76383be8,d958f14a,2019-08-27 19:20:01,BreakTest,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/BreakTest/log/runproute.log,../gen/Tst_pirTest/BreakTest/log/runproute.sh,../gen/Tst_pirTest/BreakTest/plastisim/summary.csv,../gen/Tst_pirTest/BreakTest/pir/AccelMain.scala,../gen/Tst_pirTest/BreakTest/log/,../gen/Tst_pirTest/BreakTest/log/gentst.log,../gen/Tst_pirTest/BreakTest/pir/out/resource.csv,../gen/Tst_pirTest/BreakTest/log/maketst.log,../gen/Tst_pirTest/BreakTest/log/runp2p.log,../gen/Tst_pirTest/BreakTest/log/runhybrid.log,True,,,7.2211927,,20,20,0,0,1,0,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:23.64,87,,True,False,True,,0.0,0.0,0:00.35,,,,False,False,,,,,True,False,True
76383be8,d958f14a,2019-08-27 19:20:01,BreakTest2,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/BreakTest2/log/runproute.log,../gen/Tst_pirTest/BreakTest2/log/runproute.sh,../gen/Tst_pirTest/BreakTest2/plastisim/summary.csv,../gen/Tst_pirTest/BreakTest2/pir/AccelMain.scala,../gen/Tst_pirTest/BreakTest2/log/,../gen/Tst_pirTest/BreakTest2/log/gentst.log,../gen/Tst_pirTest/BreakTest2/pir/out/resource.csv,../gen/Tst_pirTest/BreakTest2/log/maketst.log,../gen/Tst_pirTest/BreakTest2/log/runp2p.log,../gen/Tst_pirTest/BreakTest2/log/runhybrid.log,True,,,6.934197561,,20,20,0,0,2,0,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:24.44,23,,True,False,True,,0.0,0.0,0:00.35,,,,False,False,,,,,True,False,True
76383be8,d958f14a,2019-08-27 19:20:01,BroadcastTest,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/BroadcastTest/log/runproute.log,../gen/Tst_pirTest/BroadcastTest/log/runproute.sh,../gen/Tst_pirTest/BroadcastTest/plastisim/summary.csv,../gen/Tst_pirTest/BroadcastTest/pir/AccelMain.scala,../gen/Tst_pirTest/BroadcastTest/log/,../gen/Tst_pirTest/BroadcastTest/log/gentst.log,../gen/Tst_pirTest/BroadcastTest/pir/out/resource.csv,../gen/Tst_pirTest/BroadcastTest/log/maketst.log,../gen/Tst_pirTest/BroadcastTest/log/runp2p.log,../gen/Tst_pirTest/BroadcastTest/log/runhybrid.log,True,,,14.93236396,,20,20,2,3,2,7,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:34.81,294,,True,False,True,,0.435374,13.932,0:00.38,,,,False,False,,,,,True,False,True
76383be8,d958f14a,2019-08-27 19:20:01,DotProduct_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/DotProduct_0/log/runproute.log,../gen/Tst_pirTest/DotProduct_0/log/runproute.sh,../gen/Tst_pirTest/DotProduct_0/plastisim/summary.csv,../gen/Tst_pirTest/DotProduct_0/pir/AccelMain.scala,../gen/Tst_pirTest/DotProduct_0/log/,../gen/Tst_pirTest/DotProduct_0/log/gentst.log,../gen/Tst_pirTest/DotProduct_0/pir/out/resource.csv,../gen/Tst_pirTest/DotProduct_0/log/maketst.log,../gen/Tst_pirTest/DotProduct_0/log/runp2p.log,../gen/Tst_pirTest/DotProduct_0/log/runhybrid.log,True,,,10.262553847,,20,20,2,2,2,2,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:29.28,296,,True,False,True,,27.6757,0.0,0:00.36,,,,False,False,,,,,True,False,True
76383be8,d958f14a,2019-08-27 19:20:01,DotProduct_1,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/DotProduct_1/log/runproute.log,../gen/Tst_pirTest/DotProduct_1/log/runproute.sh,../gen/Tst_pirTest/DotProduct_1/plastisim/summary.csv,../gen/Tst_pirTest/DotProduct_1/pir/AccelMain.scala,../gen/Tst_pirTest/DotProduct_1/log/,../gen/Tst_pirTest/DotProduct_1/log/gentst.log,../gen/Tst_pirTest/DotProduct_1/pir/out/resource.csv,../gen/Tst_pirTest/DotProduct_1/log/maketst.log,../gen/Tst_pirTest/DotProduct_1/log/runp2p.log,../gen/Tst_pirTest/DotProduct_1/log/runhybrid.log,True,,,10.445408102,,20,20,2,2,2,2,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:28.25,1131,,True,False,True,,7.24315,0.0,0:00.39,,,,False,False,,,,,True,False,True
76383be8,d958f14a,2019-08-27 19:20:01,DotProduct_2,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/DotProduct_2/log/runproute.log,../gen/Tst_pirTest/DotProduct_2/log/runproute.sh,../gen/Tst_pirTest/DotProduct_2/plastisim/summary.csv,../gen/Tst_pirTest/DotProduct_2/pir/AccelMain.scala,../gen/Tst_pirTest/DotProduct_2/log/,../gen/Tst_pirTest/DotProduct_2/log/gentst.log,../gen/Tst_pirTest/DotProduct_2/pir/out/resource.csv,../gen/Tst_pirTest/DotProduct_2/log/maketst.log,../gen/Tst_pirTest/DotProduct_2/log/runp2p.log,../gen/Tst_pirTest/DotProduct_2/log/runhybrid.log,True,,,14.819372828,,20,20,4,4,4,3,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:34.06,624,,True,False,True,,13.1282,0.0,0:00.36,,,,False,False,,,,,True,False,True
76383be8,d958f14a,2019-08-27 19:20:01,DotProduct_3,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/DotProduct_3/log/runproute.log,../gen/Tst_pirTest/DotProduct_3/log/runproute.sh,../gen/Tst_pirTest/DotProduct_3/plastisim/summary.csv,../gen/Tst_pirTest/DotProduct_3/pir/AccelMain.scala,../gen/Tst_pirTest/DotProduct_3/log/,../gen/Tst_pirTest/DotProduct_3/log/gentst.log,../gen/Tst_pirTest/DotProduct_3/pir/out/resource.csv,../gen/Tst_pirTest/DotProduct_3/log/maketst.log,../gen/Tst_pirTest/DotProduct_3/log/runp2p.log,../gen/Tst_pirTest/DotProduct_3/log/runhybrid.log,True,,,14.454856955,,20,20,4,4,4,3,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:35.41,234,,True,False,True,,35.0085,0.0,0:00.41,,,,False,False,,,,,True,False,True
